1,かいじゅう,しょくぶつ,5120歩
2,かいじゅう,しょくぶつ,5120歩
3,かいじゅう,しょくぶつ,5120歩
4,かいじゅう,ドラゴン,5120歩
5,かいじゅう,ドラゴン,5120歩
6,かいじゅう,ドラゴン,5120歩
7,かいじゅう,すいちゅう1,5120歩
8,かいじゅう,すいちゅう1,5120歩
9,かいじゅう,すいちゅう1,5120歩
10,むし, ,3840歩
11,むし, ,3840歩
12,むし, ,3840歩
13,むし, ,3840歩
14,むし, ,3840歩
15,むし, ,3840歩
16,ひこう, ,3840歩
17,ひこう, ,3840歩
18,ひこう, ,3840歩
19,りくじょう, ,3840歩
20,りくじょう, ,3840歩
21,ひこう, ,3840歩
22,ひこう, ,3840歩
23,りくじょう,ドラゴン,5120歩
24,りくじょう,ドラゴン,5120歩
25,りくじょう,ようせい,2560歩
26,りくじょう,ようせい,2560歩
27,りくじょう, ,5120歩
28,りくじょう, ,5120歩
29,かいじゅう,りくじょう,5120歩
30,みはっけん, ,5120歩
31,みはっけん, ,5120歩
32,かいじゅう,りくじょう,5120歩
33,かいじゅう,りくじょう,5120歩
34,かいじゅう,りくじょう,5120歩
35,ようせい, ,2560歩
36,ようせい, ,2560歩
37,りくじょう, ,5120歩
38,りくじょう, ,5120歩
39,ようせい, ,2560歩
40,ようせい, ,2560歩
41,ひこう, ,3840歩
42,ひこう, ,3840歩
43,しょくぶつ, ,5120歩
44,しょくぶつ, ,5120歩
45,しょくぶつ, ,5120歩
46,むし,しょくぶつ,5120歩
47,むし,しょくぶつ,5120歩
48,むし, ,5120歩
49,むし, ,5120歩
50,りくじょう, ,5120歩
51,りくじょう, ,5120歩
52,りくじょう, ,5120歩
53,りくじょう, ,5120歩
54,すいちゅう1,りくじょう,5120歩
55,すいちゅう1,りくじょう,5120歩
56,りくじょう, ,5120歩
57,りくじょう, ,5120歩
58,りくじょう, ,5120歩
59,りくじょう, ,5120歩
60,すいちゅう1, ,5120歩
61,すいちゅう1, ,5120歩
62,すいちゅう1, ,5120歩
63,ひとがた, ,5120歩
64,ひとがた, ,5120歩
65,ひとがた, ,5120歩
66,ひとがた, ,5120歩
67,ひとがた, ,5120歩
68,ひとがた, ,5120歩
69,しょくぶつ, ,5120歩
70,しょくぶつ, ,5120歩
71,しょくぶつ, ,5120歩
72,すいちゅう3, ,5120歩
73,すいちゅう3, ,5120歩
74,こうぶつ, ,3840歩
75,こうぶつ, ,3840歩
76,こうぶつ, ,3840歩
77,りくじょう, ,5120歩
78,りくじょう, ,5120歩
79,かいじゅう,すいちゅう1,5120歩
80,かいじゅう,すいちゅう1,5120歩
81,こうぶつ, ,5120歩
82,こうぶつ, ,5120歩
83,ひこう,りくじょう,5120歩
84,ひこう, ,5120歩
85,ひこう, ,5120歩
86,すいちゅう1,りくじょう,5120歩
87,すいちゅう1,りくじょう,5120歩
88,ふていけい, ,5120歩
89,ふていけい, ,5120歩
90,すいちゅう3, ,5120歩
91,すいちゅう3, ,5120歩
92,ふていけい, ,5120歩
93,ふていけい, ,5120歩
94,ふていけい, ,5120歩
95,こうぶつ, ,6400歩
96,ひとがた, ,5120歩
97,ひとがた, ,5120歩
98,すいちゅう3, ,5120歩
99,すいちゅう3, ,5120歩
100,こうぶつ, ,5120歩
101,こうぶつ, ,5120歩
102,しょくぶつ, ,5120歩
103,しょくぶつ, ,5120歩
104,かいじゅう, ,5120歩
105,かいじゅう, ,5120歩
106,ひとがた, ,6400歩
107,ひとがた, ,6400歩
108,かいじゅう, ,5120歩
109,ふていけい, ,5120歩
110,ふていけい, ,5120歩
111,かいじゅう,りくじょう,5120歩
112,かいじゅう,りくじょう,5120歩
113,ようせい, ,10240歩
114,しょくぶつ, ,5120歩
115,かいじゅう, ,5120歩
116,すいちゅう1,ドラゴン,5120歩
117,すいちゅう1,ドラゴン,5120歩
118,すいちゅう2, ,5120歩
119,すいちゅう2, ,5120歩
120,すいちゅう3, ,5120歩
121,すいちゅう3, ,5120歩
122,ひとがた, ,6400歩
123,むし, ,6400歩
124,ひとがた, ,6400歩
125,ひとがた, ,6400歩
126,ひとがた, ,6400歩
127,むし, ,6400歩
128,りくじょう, ,5120歩
129,すいちゅう2,ドラゴン,1280歩
130,すいちゅう2,ドラゴン,1280歩
131,かいじゅう,すいちゅう1,10240歩
132,メタモン, ,5120歩
133,りくじょう, ,8960歩
134,りくじょう, ,8960歩
135,りくじょう, ,8960歩
136,りくじょう, ,8960歩
137,こうぶつ, ,5120歩
138,すいちゅう1,すいちゅう3,7680歩
139,すいちゅう1,すいちゅう3,7680歩
140,すいちゅう1,すいちゅう3,7680歩
141,すいちゅう1,すいちゅう3,7680歩
142,ひこう, ,8960歩
143,かいじゅう, ,10240歩
144,みはっけん, ,20480歩
145,みはっけん, ,20480歩
146,みはっけん, ,20480歩
147,すいちゅう1,ドラゴン,10240歩
148,すいちゅう1,ドラゴン,10240歩
149,すいちゅう1,ドラゴン,10240歩
150,みはっけん, ,30720歩
151,みはっけん, ,30720歩
152,かいじゅう,しょくぶつ,5120歩
153,かいじゅう,しょくぶつ,5120歩
154,かいじゅう,しょくぶつ,5120歩
155,りくじょう, ,5120歩
156,りくじょう, ,5120歩
157,りくじょう, ,5120歩
158,かいじゅう,すいちゅう1,5120歩
159,かいじゅう,すいちゅう1,5120歩
160,かいじゅう,すいちゅう1,5120歩
161,りくじょう, ,3840歩
162,りくじょう, ,3840歩
163,ひこう, ,3840歩
164,ひこう, ,3840歩
165,むし, ,3840歩
166,むし, ,3840歩
167,むし, ,3840歩
168,むし, ,3840歩
169,ひこう, ,3840歩
170,すいちゅう2, ,5120歩
171,すいちゅう2, ,5120歩
172,みはっけん, ,2560歩
173,みはっけん, ,2560歩
174,みはっけん, ,2560歩
175,みはっけん, ,2560歩
176,ひこう,ようせい,2560歩
177,ひこう, ,5120歩
178,ひこう, ,5120歩
179,かいじゅう,りくじょう,5120歩
180,かいじゅう,りくじょう,5120歩
181,かいじゅう,りくじょう,5120歩
182,しょくぶつ, ,5120歩
183,すいちゅう1,ようせい,2560歩
184,すいちゅう1,ようせい,2560歩
185,こうぶつ, ,5120歩
186,すいちゅう1, ,5120歩
187,ようせい,しょくぶつ,5120歩
188,ようせい,しょくぶつ,5120歩
189,ようせい,しょくぶつ,5120歩
190,りくじょう, ,5120歩
191,しょくぶつ, ,5120歩
192,しょくぶつ, ,5120歩
193,むし, ,5120歩
194,すいちゅう1,りくじょう,5120歩
195,すいちゅう1,りくじょう,5120歩
196,りくじょう, ,8960歩
197,りくじょう, ,8960歩
198,ひこう, ,5120歩
199,かいじゅう,すいちゅう1,5120歩
200,ふていけい, ,6400歩
201,みはっけん, ,10240歩
202,ふていけい, ,5120歩
203,りくじょう, ,5120歩
204,むし, ,5120歩
205,むし, ,5120歩
206,りくじょう, ,5120歩
207,むし, ,5120歩
208,こうぶつ, ,6400歩
209,りくじょう,ようせい,5120歩
210,りくじょう,ようせい,5120歩
211,すいちゅう2, ,5120歩
212,むし, ,6400歩
213,むし, ,5120歩
214,むし, ,6400歩
215,りくじょう, ,5120歩
216,りくじょう, ,5120歩
217,りくじょう, ,5120歩
218,ふていけい, ,5120歩
219,ふていけい, ,5120歩
220,りくじょう, ,5120歩
221,りくじょう, ,5120歩
222,すいちゅう1,すいちゅう3,5120歩
223,すいちゅう1,すいちゅう2,5120歩
224,すいちゅう1,すいちゅう2,5120歩
225,すいちゅう1,りくじょう,5120歩
226,すいちゅう1, ,6400歩
227,ひこう, ,6400歩
228,りくじょう, ,5120歩
229,りくじょう, ,5120歩
230,すいちゅう1,ドラゴン,5120歩
231,りくじょう, ,5120歩
232,りくじょう, ,5120歩
233,こうぶつ, ,5120歩
234,りくじょう, ,5120歩
235,りくじょう, ,5120歩
236,みはっけん, ,6400歩
237,ひとがた, ,6400歩
238,みはっけん, ,6400歩
239,みはっけん, ,6400歩
240,みはっけん, ,6400歩
241,りくじょう, ,5120歩
242,ようせい, ,10240歩
243,みはっけん, ,20480歩
244,みはっけん, ,20480歩
245,みはっけん, ,20480歩
246,かいじゅう, ,10240歩
247,かいじゅう, ,10240歩
248,かいじゅう, ,10240歩
249,みはっけん, ,30720歩
250,みはっけん, ,30720歩
251,みはっけん, ,30720歩
252,かいじゅう,ドラゴン,5120歩
253,かいじゅう,ドラゴン,5120歩
254,かいじゅう,ドラゴン,5120歩
255,りくじょう, ,5120歩
256,りくじょう, ,5120歩
257,りくじょう, ,5120歩
258,かいじゅう,すいちゅう1,5120歩
259,かいじゅう,すいちゅう1,5120歩
260,かいじゅう,すいちゅう1,5120歩
261,りくじょう, ,3840歩
262,りくじょう, ,3840歩
263,りくじょう, ,3840歩
264,りくじょう, ,3840歩
265,むし, ,3840歩
266,むし, ,3840歩
267,むし, ,3840歩
268,むし, ,3840歩
269,むし, ,3840歩
270,すいちゅう1,しょくぶつ,3840歩
271,すいちゅう1,しょくぶつ,3840歩
272,すいちゅう1,しょくぶつ,3840歩
273,りくじょう,しょくぶつ,3840歩
274,りくじょう,しょくぶつ,3840歩
275,りくじょう,しょくぶつ,3840歩
276,ひこう, ,3840歩
277,ひこう, ,3840歩
278,すいちゅう1,ひこう,5120歩
279,すいちゅう1,ひこう,5120歩
280,ふていけい, ,5120歩
281,ふていけい, ,5120歩
282,ふていけい, ,5120歩
283,すいちゅう1,むし,3840歩
284,すいちゅう1,むし,3840歩
285,ようせい,しょくぶつ,3840歩
286,ようせい,しょくぶつ,3840歩
287,りくじょう, ,3840歩
288,りくじょう, ,3840歩
289,りくじょう, ,3840歩
290,むし, ,3840歩
291,むし, ,3840歩
292,こうぶつ, ,3840歩
293,かいじゅう,りくじょう,5120歩
294,かいじゅう,りくじょう,5120歩
295,かいじゅう,りくじょう,5120歩
296,ひとがた, ,5120歩
297,ひとがた, ,5120歩
298,みはっけん, ,2560歩
299,こうぶつ, ,5120歩
300,りくじょう,ようせい,3840歩
301,りくじょう,ようせい,3840歩
302,ひとがた, ,6400歩
303,りくじょう,ようせい,5120歩
304,かいじゅう, ,8960歩
305,かいじゅう, ,8960歩
306,かいじゅう, ,8960歩
307,ひとがた, ,5120歩
308,ひとがた, ,5120歩
309,りくじょう, ,5120歩
310,りくじょう, ,5120歩
311,ようせい, ,5120歩
312,ようせい, ,5120歩
313,むし,ひとがた,3840歩
314,むし,ひとがた,3840歩
315,ようせい,しょくぶつ,5120歩
316,ふていけい, ,5120歩
317,ふていけい, ,5120歩
318,すいちゅう2, ,5120歩
319,すいちゅう2, ,5120歩
320,りくじょう,すいちゅう2,10240歩
321,りくじょう,すいちゅう2,10240歩
322,りくじょう, ,5120歩
323,りくじょう, ,5120歩
324,りくじょう, ,5120歩
325,りくじょう, ,5120歩
326,りくじょう, ,5120歩
327,りくじょう,ひとがた,3840歩
328,むし, ,5120歩
329,むし, ,5120歩
330,むし, ,5120歩
331,しょくぶつ,ひとがた,5120歩
332,しょくぶつ,ひとがた,5120歩
333,ひこう,ドラゴン,5120歩
334,ひこう,ドラゴン,5120歩
335,りくじょう, ,5120歩
336,りくじょう,ドラゴン,5120歩
337,こうぶつ, ,6400歩
338,こうぶつ, ,6400歩
339,すいちゅう2, ,5120歩
340,すいちゅう2, ,5120歩
341,すいちゅう1,すいちゅう3,3840歩
342,すいちゅう1,すいちゅう3,3840歩
343,こうぶつ, ,5120歩
344,こうぶつ, ,5120歩
345,すいちゅう3, ,7680歩
346,すいちゅう3, ,7680歩
347,すいちゅう3, ,7680歩
348,すいちゅう3, ,7680歩
349,すいちゅう1,ドラゴン,5120歩
350,すいちゅう1,ドラゴン,5120歩
351,ようせい,ふていけい,6400歩
352,りくじょう, ,5120歩
353,ふていけい, ,6400歩
354,ふていけい, ,6400歩
355,ふていけい, ,6400歩
356,ふていけい, ,6400歩
357,かいじゅう,しょくぶつ,6400歩
358,ふていけい, ,6400歩
359,りくじょう, ,6400歩
360,みはっけん, ,5120歩
361,ようせい,こうぶつ,5120歩
362,ようせい,こうぶつ,5120歩
363,すいちゅう1,りくじょう,5120歩
364,すいちゅう1,りくじょう,5120歩
365,すいちゅう1,りくじょう,5120歩
366,すいちゅう1, ,5120歩
367,すいちゅう1, ,5120歩
368,すいちゅう1, ,5120歩
369,すいちゅう1,すいちゅう2,10240歩
370,すいちゅう2, ,5120歩
371,ドラゴン, ,10240歩
372,ドラゴン, ,10240歩
373,ドラゴン, ,10240歩
374,こうぶつ, ,10240歩
375,こうぶつ, ,10240歩
376,こうぶつ, ,10240歩
377,みはっけん, ,20480歩
378,みはっけん, ,20480歩
379,みはっけん, ,20480歩
380,みはっけん, ,30720歩
381,みはっけん, ,30720歩
382,みはっけん, ,30720歩
383,みはっけん, ,30720歩
384,みはっけん, ,30720歩
385,みはっけん, ,30720歩
386,みはっけん, ,30720歩
387,かいじゅう,しょくぶつ,5120歩
388,かいじゅう,しょくぶつ,5120歩
389,かいじゅう,しょくぶつ,5120歩
390,りくじょう,ひとがた,5120歩
391,りくじょう,ひとがた,5120歩
392,りくじょう,ひとがた,5120歩
393,すいちゅう1,りくじょう,5120歩
394,すいちゅう1,りくじょう,5120歩
395,すいちゅう1,りくじょう,5120歩
396,ひこう, ,3840歩
397,ひこう, ,3840歩
398,ひこう, ,3840歩
399,すいちゅう1,りくじょう,3840歩
400,すいちゅう1,りくじょう,3840歩
401,むし, ,3840歩
402,むし, ,3840歩
403,りくじょう, ,5120歩
404,りくじょう, ,5120歩
405,りくじょう, ,5120歩
406,みはっけん, ,5120歩
407,ようせい,しょくぶつ,5120歩
408,かいじゅう, ,7680歩
409,かいじゅう, ,7680歩
410,かいじゅう, ,7680歩
411,かいじゅう, ,7680歩
412,むし, ,3840歩
413,むし, ,3840歩
414,むし, ,3840歩
415,むし, ,3840歩
416,むし, ,3840歩
417,りくじょう,ようせい,2560歩
418,すいちゅう1,りくじょう,5120歩
419,すいちゅう1,りくじょう,5120歩
420,ようせい,しょくぶつ,5120歩
421,ようせい,しょくぶつ,5120歩
422,すいちゅう1,ふていけい,5120歩
423,すいちゅう1,ふていけい,5120歩
424,りくじょう, ,5120歩
425,ふていけい, ,7680歩
426,ふていけい, ,7680歩
427,りくじょう,ひとがた,5120歩
428,りくじょう,ひとがた,5120歩
429,ふていけい, ,6400歩
430,ひこう, ,5120歩
431,りくじょう, ,5120歩
432,りくじょう, ,5120歩
433,みはっけん, ,6400歩
434,りくじょう, ,5120歩
435,りくじょう, ,5120歩
436,こうぶつ, ,5120歩
437,こうぶつ, ,5120歩
438,みはっけん, ,5120歩
439,みはっけん, ,6400歩
440,みはっけん, ,10240歩
441,ひこう, ,5120歩
442,ふていけい, ,7680歩
443,かいじゅう,ドラゴン,10240歩
444,かいじゅう,ドラゴン,10240歩
445,かいじゅう,ドラゴン,10240歩
446,みはっけん, ,10240歩
447,みはっけん, ,6400歩
448,りくじょう,ひとがた,6400歩
449,りくじょう, ,7680歩
450,りくじょう, ,7680歩
451,むし,すいちゅう3,5120歩
452,むし,すいちゅう3,5120歩
453,ひとがた, ,2560歩
454,ひとがた, ,5120歩
455,しょくぶつ, ,6400歩
456,すいちゅう2, ,5120歩
457,すいちゅう2, ,5120歩
458,みはっけん, ,6400歩
459,かいじゅう,しょくぶつ,5120歩
460,かいじゅう,しょくぶつ,5120歩
461,りくじょう, ,5120歩
462,こうぶつ, ,5120歩
463,かいじゅう, ,5120歩
464,かいじゅう,りくじょう,5120歩
465,しょくぶつ, ,5120歩
466,ひとがた, ,6400歩
467,ひとがた, ,6400歩
468,ひこう,ようせい,2560歩
469,むし, ,5120歩
470,りくじょう, ,8960歩
471,りくじょう, ,8960歩
472,むし, ,5120歩
473,りくじょう, ,5120歩
474,こうぶつ, ,5120歩
475,ふていけい, ,5120歩
476,こうぶつ, ,5120歩
477,ふていけい, ,6400歩
478,ようせい,こうぶつ,5120歩
479,ふていけい, ,5120歩
480,みはっけん, ,20480歩
481,みはっけん, ,20480歩
482,みはっけん, ,20480歩
483,みはっけん, ,30720歩
484,みはっけん, ,30720歩
485,みはっけん, ,2560歩
486,みはっけん, ,30720歩
487,みはっけん, ,30720歩
488,みはっけん, ,30720歩
489,すいちゅう1,ようせい,10240歩
490,すいちゅう1,ようせい,2560歩
491,みはっけん, ,30720歩
492,みはっけん, ,30720歩
493,みはっけん, ,30720歩
494,みはっけん, ,30720歩
495,りくじょう,しょくぶつ,5120歩
496,りくじょう,しょくぶつ,5120歩
497,りくじょう,しょくぶつ,5120歩
498,りくじょう, ,5120歩
499,りくじょう, ,5120歩
500,りくじょう, ,5120歩
501,りくじょう, ,5120歩
502,りくじょう, ,5120歩
503,りくじょう, ,5120歩
504,りくじょう, ,3840歩
505,りくじょう, ,5120歩
506,りくじょう, ,3840歩
507,りくじょう, ,3840歩
508,りくじょう, ,3840歩
509,りくじょう, ,5120歩
510,りくじょう, ,5120歩
511,りくじょう, ,5120歩
512,りくじょう, ,5120歩
513,りくじょう, ,5120歩
514,りくじょう, ,5120歩
515,りくじょう, ,5120歩
516,りくじょう, ,5120歩
517,りくじょう, ,2560歩
518,りくじょう, ,2560歩
519,ひこう, ,3840歩
520,ひこう, ,3840歩
521,ひこう, ,3840歩
522,りくじょう, ,5120歩
523,りくじょう, ,5120歩
524,こうぶつ, ,3840歩
525,こうぶつ, ,3840歩
526,こうぶつ, ,3840歩
527,りくじょう,ひこう,3840歩
528,りくじょう,ひこう,3840歩
529,りくじょう, ,5120歩
530,りくじょう, ,5120歩
531,ようせい, ,5120歩
532,ひとがた, ,5120歩
533,ひとがた, ,5120歩
534,ひとがた, ,5120歩
535,すいちゅう1, ,5120歩
536,すいちゅう1, ,5120歩
537,すいちゅう1, ,5120歩
538,ひとがた, ,5120歩
539,ひとがた, ,5120歩
540,むし, ,3840歩
541,むし, ,3840歩
542,むし, ,3840歩
543,むし, ,3840歩
544,むし, ,3840歩
545,むし, ,5120歩
546,しょくぶつ,ようせい,5120歩
547,しょくぶつ,ようせい,5120歩
548,しょくぶつ, ,5120歩
549,しょくぶつ, ,5120歩
550,すいちゅう2, ,10240歩
551,りくじょう, ,5120歩
552,りくじょう, ,5120歩
553,りくじょう, ,5120歩
554,りくじょう, ,5120歩
555,りくじょう, ,5120歩
556,しょくぶつ, ,5120歩
557,むし,こうぶつ,5120歩
558,むし,こうぶつ,5120歩
559,りくじょう,ドラゴン,3840歩
560,りくじょう,ドラゴン,3840歩
561,ひこう, ,5120歩
562,こうぶつ,ふていけい,6400歩
563,こうぶつ,ふていけい,6400歩
564,すいちゅう1,すいちゅう3,7680歩
565,すいちゅう1,すいちゅう3,7680歩
566,ひこう,すいちゅう3,7680歩
567,ひこう,すいちゅう3,7680歩
568,こうぶつ, ,5120歩
569,こうぶつ, ,5120歩
570,りくじょう, ,6400歩
571,りくじょう, ,5120歩
572,りくじょう, ,3840歩
573,りくじょう, ,3840歩
574,ひとがた, ,5120歩
575,ひとがた, ,5120歩
576,ひとがた, ,5120歩
577,ふていけい, ,5120歩
578,ふていけい, ,5120歩
579,ふていけい, ,5120歩
580,すいちゅう1,ひこう,5120歩
581,すいちゅう1,ひこう,5120歩
582,こうぶつ, ,5120歩
583,こうぶつ, ,5120歩
584,こうぶつ, ,5120歩
585,りくじょう, ,5120歩
586,りくじょう, ,5120歩
587,りくじょう, ,5120歩
588,むし, ,3840歩
589,むし, ,3840歩
590,しょくぶつ, ,5120歩
591,しょくぶつ, ,5120歩
592,ふていけい, ,5120歩
593,ふていけい, ,5120歩
594,すいちゅう1,すいちゅう2,10240歩
595,むし, ,5120歩
596,むし, ,5120歩
597,しょくぶつ,こうぶつ,5120歩
598,しょくぶつ,こうぶつ,5120歩
599,こうぶつ, ,5120歩
600,こうぶつ, ,5120歩
601,こうぶつ, ,5120歩
602,ふていけい, ,5120歩
603,ふていけい, ,5120歩
604,ふていけい, ,5120歩
605,ひとがた, ,5120歩
606,ひとがた, ,5120歩
607,ふていけい, ,5120歩
608,ふていけい, ,5120歩
609,ふていけい, ,5120歩
610,かいじゅう,ドラゴン,10240歩
611,かいじゅう,ドラゴン,10240歩
612,かいじゅう,ドラゴン,10240歩
613,りくじょう, ,5120歩
614,りくじょう, ,5120歩
615,こうぶつ, ,6400歩
616,むし, ,3840歩
617,むし, ,3840歩
618,すいちゅう1,ふていけい,5120歩
619,りくじょう,ひとがた,6400歩
620,りくじょう,ひとがた,6400歩
621,ドラゴン,かいじゅう,7680歩
622,こうぶつ, ,6400歩
623,こうぶつ, ,6400歩
624,ひとがた, ,5120歩
625,ひとがた, ,5120歩
626,りくじょう, ,5120歩
627,ひこう, ,5120歩
628,ひこう, ,5120歩
629,ひこう, ,5120歩
630,ひこう, ,5120歩
631,りくじょう, ,5120歩
632,むし, ,5120歩
633,ドラゴン, ,10240歩
634,ドラゴン, ,10240歩
635,ドラゴン, ,10240歩
636,むし, ,10240歩
637,むし, ,10240歩
638,みはっけん, ,20480歩
639,みはっけん, ,20480歩
640,みはっけん, ,20480歩
641,みはっけん, ,30720歩
642,みはっけん, ,30720歩
643,みはっけん, ,30720歩
644,みはっけん, ,30720歩
645,みはっけん, ,30720歩
646,みはっけん, ,30720歩
647,みはっけん, ,20480歩
648,みはっけん, ,30720歩
649,みはっけん, ,30720歩
650,りくじょう, ,5120歩
651,りくじょう, ,5120歩
652,りくじょう, ,5120歩
653,りくじょう, ,5120歩
654,りくじょう, ,5120歩
655,りくじょう, ,5120歩
656,すいちゅう1, ,5120歩
657,すいちゅう1, ,5120歩
658,すいちゅう1, ,5120歩
659,りくじょう, ,3840歩
660,りくじょう, ,3840歩
661,ひこう, ,3840歩
662,ひこう, ,3840歩
663,ひこう, ,3840歩
664,むし, ,3840歩
665,むし, ,3840歩
666,むし, ,3840歩
667,りくじょう, ,5120歩
668,りくじょう, ,5120歩
669,ようせい, ,5120歩
670,ようせい, ,5120歩
671,ようせい, ,5120歩
672,りくじょう, ,5120歩
673,りくじょう, ,5120歩
674,りくじょう,ひとがた,6400歩
675,りくじょう,ひとがた,6400歩
676,りくじょう, ,5120歩
677,りくじょう, ,5120歩
678,りくじょう, ,5120歩
679,こうぶつ, ,5120歩
680,こうぶつ, ,5120歩
681,こうぶつ, ,5120歩
682,ようせい, ,5120歩
683,ようせい, ,5120歩
684,ようせい, ,5120歩
685,ようせい, ,5120歩
686,すいちゅう1,すいちゅう2,5120歩
687,すいちゅう1,すいちゅう2,5120歩
688,すいちゅう3, ,5120歩
689,すいちゅう3, ,5120歩
690,すいちゅう1,ドラゴン,5120歩
691,すいちゅう1,ドラゴン,5120歩
692,すいちゅう1,すいちゅう3,3840歩
693,すいちゅう1,すいちゅう3,3840歩
694,かいじゅう,ドラゴン,5120歩
695,かいじゅう,ドラゴン,5120歩
696,かいじゅう,ドラゴン,7680歩
697,かいじゅう,ドラゴン,7680歩
698,かいじゅう, ,7680歩
699,かいじゅう, ,7680歩
700,りくじょう, ,8960歩
701,ひとがた, ,5120歩
702,りくじょう,ようせい,5120歩
703,こうぶつ, ,6400歩
704,ドラゴン, ,10240歩
705,ドラゴン, ,10240歩
706,ドラゴン, ,10240歩
707,こうぶつ, ,5120歩
708,しょくぶつ,ふていけい,5120歩
709,しょくぶつ,ふていけい,5120歩
710,ふていけい, ,5120歩
711,ふていけい, ,5120歩
712,かいじゅう, ,5120歩
713,かいじゅう, ,5120歩
714,ひこう, ,5120歩
715,ひこう, ,5120歩
716,みはっけん, ,30720歩
717,みはっけん, ,30720歩
718,みはっけん, ,30720歩
719,みはっけん, ,30720歩
720,みはっけん, ,30720歩
721,みはっけん, ,30720歩
